MDACode,Numeric MDA Code,MDA,Ministry
0228008012,228008012,"BIORESOURCE DEVELOPMENT CENTRE , AGBOKIM - WATERFALL , CROSS RIVER STATE",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008010,228008010,"BIORESOURCE DEVELOPMENT CENTRE , AROCHUKWU , ABIA STATE",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008026,228008026,"BIORESOURCE DEVELOPMENT CENTRE , BGOGORO",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008018,228008018,"BIORESOURCE DEVELOPMENT CENTRE , BILLIRI",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008019,228008019,"BIORESOURCE DEVELOPMENT CENTRE , CHIBOK",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008016,228008016,"BIORESOURCE DEVELOPMENT CENTRE , DAMATURU",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008017,228008017,"BIORESOURCE DEVELOPMENT CENTRE , DIKWA",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008023,228008023,"BIORESOURCE DEVELOPMENT CENTRE , ILORIN",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008003,228008003,"BIORESOURCE DEVELOPMENT CENTRE , ISANLU , KOGI",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008004,228008004,"BIORESOURCE DEVELOPMENT CENTRE , JALINGO , TARABA STATE",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008011,228008011,"BIORESOURCE DEVELOPMENT CENTRE , KANO , KANO STATE",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008006,228008006,"BIORESOURCE DEVELOPMENT CENTRE , KATSINA , KATSINA STATE",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008020,228008020,"BIORESOURCE DEVELOPMENT CENTRE , LANGTANG",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008021,228008021,"BIORESOURCE DEVELOPMENT CENTRE , MAKURDI",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008022,228008022,"BIORESOURCE DEVELOPMENT CENTRE , MINCHIKA",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008007,228008007,"BIORESOURCE DEVELOPMENT CENTRE , ODI , BAYELSA STAE",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008008,228008008,"BIORESOURCE DEVELOPMENT CENTRE , OGBOMOSO , OSUN STATE",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008025,228008025,"BIORESOURCE DEVELOPMENT CENTRE , OKA AKOKO",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008009,228008009,"BIORESOURCE DEVELOPMENT CENTRE , OWODE , OGUN STATE",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008027,228008027,"BIORESOURCE DEVELOPMENT CENTRE , UBULU UKU",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008028,228008028,"BIORESOURCES DEVELOPMENT CENTRE, UBURU, EBONYI STATE",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228009001,228009001,BOARD FOR TECHNOLOGY BUSINESS INCUBATOR CENTRE - ABUJA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228005002,228005002,"CENTRE FOR ATMOSPHERIC RESEARCH, ANYIGBA",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228039001,228039001,CENTRE FOR BASIC SPACE SCIENCE NSUKKA ENUGU STATE,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
023100700100,23100700100,CENTRE FOR ENERGY RESEARCH - NSUKKA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228040001,228040001,CENTRE FOR GEODESY AND GEODYNAMICS TORO BAUCHI,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228037001,228037001,CENTRE FOR SATELLITE TECHNOLOGY DEVELOPMENT - ABUJA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228038001,228038001,"CENTRE FOR SPACE TRANSPORT AND PROPLULSION, EPE-LAGOS",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228006001,228006001,COOPERATIVE INFORMATION NETWORK,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228050005,228050005,"EFFLUENT AND POLLUTION MONITORING CENTRE , KANO",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228032001,228032001,"ELECTRONICS DEVELOPMENT INSTITUTE (ELDI), AWKA",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228073001,228073001,ENERGY COMMISSION OF NIGERIA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228049001,228049001,ENGINEERING MATERIALS DEVELOPMENT INSTITUTE. - AKURE,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228001001,228001001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY - HQTRS,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228046001,228046001,FEDRAL INSTITUTE OF INDUSTRIAL RESEARCH - OSHODI,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228050002,228050002,"HEAVY LEATHER MANUFACTURE CENTRE , MAIDUGURI",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228048001,228048001,HYDRAULIC EQUIPMENT RESEARCH INSTITUTE - KANO,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228050003,228050003,"LIGHT LEATHER MANUFACTURE CENTRE , SOKOTO",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228002001,228002001,NATIONAL AGENCY FOR SCIENCE AND ENGNEERING INFRASTRUCTURE,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228008001,228008001,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228071001,228071001,"NATIONAL CENTRE FOR ENERGY AND ENVIRONMENT, UNIVERSITY OF BENIN",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228068001,228068001,"NATIONAL CENTRE FOR ENERGY EFFICIENCY AND CONSERVATIVE,UNIVERSITY OF LAGOS.",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228074001,228074001,"NATIONAL CENTRE FOR ENERGY RESEARCH AND PETROLEUM DEVELOPMENT ABUBAKAR
TAFAWA BALEWA UNIVERSITY BAUCHI",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228031001,228031001,NATIONAL CENTRE FOR GENETIC RESEARCH AND BIOTECHNOLOGY- IBADAN,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228069001,228069001,"NATIONAL CENTRE FOR HYDROPOWER RESEARCH AND DEVELOPMENT ,UNIVERSITY OF
ILORIN",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228053001,228053001,NATIONAL CENTRE FOR REMOTE SENSING - JOS,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228033001,228033001,NATIONAL CENTRE FOR TECHNOLOGY MANAGEMENT ILE IFE,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228035001,228035001,NATIONAL ENGINEERING DESIGN AND DEVELOPMENT CENTRE-NNEWI,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228045001,228045001,NATIONAL INSTITUTE FOR TRYPASONOMIASIS RESEARCH - KADUNA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228043001,228043001,NATIONAL OFFICE OF TECHNOLOGY ACQUISITION AND PROMOTION- ABUJA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228044001,228044001,NATIONAL RESEARCH INSTITUTE FOR CHEMICAL TECHNOLOGY- ZARIA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228005001,228005001,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228051001,228051001,NIGERIA INSTITUTE FOR SCIENCE LABORATORY TECHNOLOGY -IBADAN,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228050001,228050001,"NIGERIA INSTITUTE OF LEATHER AND SCIENCE TECHNOLOGY (NILEST) HQTRS, ZARIA",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228004001,228004001,NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228041001,228041001,NIGERIAN BUILDING AND ROAD RESEARCH INSTITUTE - LAGOS,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228052001,228052001,POWER EQIPMENT AND ELECTRICAL MACHINERY DEVELOPMENT CENTRE - OKENE,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228042001,228042001,PROJECT DEVELOPMENT INSTITUTE - ENUGU,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228063001,228063001,"PROTOTYPE ENGINEERING DEVELOPMENT INSTITUTE , ILESHA",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228050004,228050004,"RAW HIDES AND SKIN IMPROVEMENT CENTRE , JOS",FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228034001,228034001,REGIONAL CENTRE FOR TECHNOLOGY MANAGEMENT (NACETEM)-LAGOS,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228047001,228047001,SCIENCE EQUIPMENT DEVELOPMENT INSTITUTE - ENUGU,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228054001,228054001,SCIENCE EQUIPMENT DEVELOPMENT INSTITUTE - MINNA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228003001,228003001,SHEDA SCIENCE AND TECHNOLOGY COMPLEX ABUJA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228066001,228066001,SOKOTO ENERGY RESEARCH,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228076001,228076001,TECHNOLOGY BUSINESS INCUBATION CENTRE ADO-EKITI,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228077001,228077001,TECHNOLOGY BUSINESS INCUBATION CENTRE ILE-IFE,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228072001,228072001,TECHNOLOGY BUSINESS INCUBATOR - ENUGU,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228011001,228011001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - ABA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228027001,228027001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - ABEOKUTA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228010001,228010001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - AGEGE,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228021001,228021001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - B/KEBBI,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228023001,228023001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - BAUCHI,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228025001,228025001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - BENIN,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228014001,228014001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - CALABAR,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228018001,228018001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - GUSAU,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228024001,228024001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - IBADAN,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228022001,228022001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - IGBOTAKO,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228060001,228060001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - ILORIN,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228029001,228029001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - JOS,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228062001,228062001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - KADUNA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228012001,228012001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - KANO,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228017001,228017001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - MAIDUGURI,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228015001,228015001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - MINNA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228013001,228013001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - NNEWI,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228026001,228026001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - OKWE-ONUIMO,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228019001,228019001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - SOKOTO,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228061001,228061001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - TARABA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228020001,228020001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - UYO,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228030001,228030001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - YENEGOA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228028001,228028001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - YOLA,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0228016001,228016001,TECHNOLOGY BUSINESS INCUBATOR CENTRE -WARRI,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
0229031006,229031006,ACCIDENT INVESTIGATION BUREAU,FEDERAL MINISTRY OF TRANSPORT
0229006001,229006001,COUNCIL FOR THE REGULATION OF FREIGHT FORWARDING IN NIGERIA,FEDERAL MINISTRY OF TRANSPORT
0229001001,229001001,FEDERAL MINISTRY OF TRANSPORT - HQTRS,FEDERAL MINISTRY OF TRANSPORT
0229005001,229005001,MARITIME ACADEMY- ORON,FEDERAL MINISTRY OF TRANSPORT
0229004001,229004001,NATIONAL INLAND WATERWAYS AUTHORITY,FEDERAL MINISTRY OF TRANSPORT
0229031003,229031003,NIGERIA COLLEGE OF AVIATION TECHNOLOGY - ZARIA,FEDERAL MINISTRY OF TRANSPORT
0229031004,229031004,NIGERIA METEOROLOGICAL AGENCY,FEDERAL MINISTRY OF TRANSPORT
0229002001,229002001,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,FEDERAL MINISTRY OF TRANSPORT
0229003001,229003001,NIGERIAN RAILWAY CRPORATION,FEDERAL MINISTRY OF TRANSPORT
0252037001,252037001,ANAMBRA/IMO RBDA,FEDERAL MINISTRY OF WATER RESOURCES
0252038001,252038001,BENIN/OWENA RBDA,FEDERAL MINISTRY OF WATER RESOURCES
0252039001,252039001,CHAD BASIN RBDA,FEDERAL MINISTRY OF WATER RESOURCES
0252040001,252040001,CROSS RIVER RBDA,FEDERAL MINISTRY OF WATER RESOURCES
0252001001,252001001,FEDERAL MINISTRY OF WATER RESOURCES - HQTRS,FEDERAL MINISTRY OF WATER RESOURCES
0252051001,252051001,GURARA WATER MANAGEMENT AUTHORITY,FEDERAL MINISTRY OF WATER RESOURCES
0252041001,252041001,HADEJIA-JAMA'ARE RBDA,FEDERAL MINISTRY OF WATER RESOURCES
0252042001,252042001,LOWER BENUE RBDA,FEDERAL MINISTRY OF WATER RESOURCES
0252043001,252043001,LOWER NIGER RBDA,FEDERAL MINISTRY OF WATER RESOURCES
0252049001,252049001,NATIONAL WATER RESOURCES INSTITUTE-KADUNA,FEDERAL MINISTRY OF WATER RESOURCES
0252044001,252044001,NIGER DELTA RBDA,FEDERAL MINISTRY OF WATER RESOURCES
0252002001,252002001,NIGERIA HYDROLOGICAL SERVICES AGENCY,FEDERAL MINISTRY OF WATER RESOURCES
0252050001,252050001,NIGERIA INTEGRATED WATER RESOURCES MANAGEMENT COMMISSION,FEDERAL MINISTRY OF WATER RESOURCES
0252045001,252045001,OGUN/OSUN RBDA,FEDERAL MINISTRY OF WATER RESOURCES
0252046001,252046001,SOKOTO RIMA RBDA,FEDERAL MINISTRY OF WATER RESOURCES
0252047001,252047001,UPPER BENUE RBDA,FEDERAL MINISTRY OF WATER RESOURCES
0252048001,252048001,UPPER NIGER RBDA,FEDERAL MINISTRY OF WATER RESOURCES
0514001001,514001001,FEDERAL MINISTRY OF WOMEN AFFAIRS - HQTRS,FEDERAL MINISTRY OF WOMEN AFFAIRS
0514002001,514002001,NATIONAL CENTRE FOR WOMEN DEVELOPMENT,FEDERAL MINISTRY OF WOMEN AFFAIRS
0513002001,513002001,CITIZENSHIP AND LEADERSHIP TRAINING CENTRE,FEDERAL MINISTRY OF YOUTH AND SPORT DEVELOPMENT
0513001001,513001001,FEDERAL MINISTRY OF YOUTH AND SPORT DEVELOPMENT - HQTRS,FEDERAL MINISTRY OF YOUTH AND SPORT DEVELOPMENT
0513021003,513021003,NATIONAL INSTITUTE OF SPORTS,FEDERAL MINISTRY OF YOUTH AND SPORT DEVELOPMENT
0513003001,513003001,NATIONAL YOUTH SERVICE CORPS (NYSC),FEDERAL MINISTRY OF YOUTH AND SPORT DEVELOPMENT
0513021002,513021002,NIGERIA FOOTBALL FEDERATION,FEDERAL MINISTRY OF YOUTH AND SPORT DEVELOPMENT
0250001001,250001001,FISCAL RESPONSIBILITY COMMISSION,FISCAL RESPONSIBILITY COMMISSION
0341001001,341001001,INDEPENDENT CORRUPT PRACTICES AND RELATED OFFENCES COMMISSION,INDEPENDENT CORRUPT PRACTICES AND RELATED OFFENCES COMMISSION
0159001001,159001001,INFRASTRUCTURE CONCESSION AND REGULATORY COMMISSION (ICRC),INFRASTRUCTURE CONCESSION AND REGULATORY COMMISSION (ICRC)
0238005001,238005001,BUDGET OFFICE OF THE FEDERATION,MINISTRY OF BUDGET AND NATIONAL PLANNING
0238003001,238003001,CENTRE FOR MANAGEMENT DEVELOPMENT,MINISTRY OF BUDGET AND NATIONAL PLANNING
0238001001,238001001,MINISTRY OF BUDGET AND NATIONAL PLANNING - HQTRS,MINISTRY OF BUDGET AND NATIONAL PLANNING
0238004001,238004001,NATIONAL BUREAU OF STATISTICS,MINISTRY OF BUDGET AND NATIONAL PLANNING
0238002001,238002001,NIGERIA INSTITUTE FOR SOCIAL AND ECONOMIC RESEARCH,MINISTRY OF BUDGET AND NATIONAL PLANNING
0238005002,238005002,SERVICE WIDE VOTE,MINISTRY OF BUDGET AND NATIONAL PLANNING
0119009110,119009110,ABU DHABI,MINISTRY OF FOREIGN AFFAIRS
0119009112,119009112,BELGRADE SERBIA,MINISTRY OF FOREIGN AFFAIRS
0119009119,119009119,COLUMBO,MINISTRY OF FOREIGN AFFAIRS
0119007001,119007001,DIRECTORATE OF TECHNICAL COOP. IN AFRICA,MINISTRY OF FOREIGN AFFAIRS
0119009001,119009001,FOREIGN MISSION ABIDJAN,MINISTRY OF FOREIGN AFFAIRS
0119009002,119009002,FOREIGN MISSION ACCRA,MINISTRY OF FOREIGN AFFAIRS
0119009003,119009003,FOREIGN MISSION ADDIS ABABA,MINISTRY OF FOREIGN AFFAIRS
0119009004a,119009004,FOREIGN MISSION ALGIERS,MINISTRY OF FOREIGN AFFAIRS
0119009005,119009005,FOREIGN MISSION ANKARA,MINISTRY OF FOREIGN AFFAIRS
0119009006,119009006,FOREIGN MISSION ATHENS,MINISTRY OF FOREIGN AFFAIRS
0119009007,119009007,FOREIGN MISSION ATLANTA,MINISTRY OF FOREIGN AFFAIRS
0119009008,119009008,FOREIGN MISSION BAGHDAD,MINISTRY OF FOREIGN AFFAIRS
0119009009,119009009,FOREIGN MISSION BAMAKO,MINISTRY OF FOREIGN AFFAIRS
0119009010,119009010,FOREIGN MISSION BANGKOK,MINISTRY OF FOREIGN AFFAIRS
0119009011,119009011,FOREIGN MISSION BANGUI,MINISTRY OF FOREIGN AFFAIRS
0119009012,119009012,FOREIGN MISSION BANJUL,MINISTRY OF FOREIGN AFFAIRS
0119009013,119009013,FOREIGN MISSION BATA,MINISTRY OF FOREIGN AFFAIRS
0119009004b,119009004,FOREIGN MISSION BEIJIN,MINISTRY OF FOREIGN AFFAIRS
0119009015,119009015,FOREIGN MISSION BEIRUT,MINISTRY OF FOREIGN AFFAIRS
0119009016,119009016,FOREIGN MISSION BERLIN,MINISTRY OF FOREIGN AFFAIRS
0119009017,119009017,FOREIGN MISSION BERNE,MINISTRY OF FOREIGN AFFAIRS
0119009018,119009018,FOREIGN MISSION BISSAU,MINISTRY OF FOREIGN AFFAIRS
0119009019,119009019,FOREIGN MISSION BRASILIA,MINISTRY OF FOREIGN AFFAIRS
0119009020,119009020,FOREIGN MISSION BRAZAVILLE,MINISTRY OF FOREIGN AFFAIRS
0119009021,119009021,FOREIGN MISSION BRUSSELS,MINISTRY OF FOREIGN AFFAIRS
0119009022,119009022,FOREIGN MISSION BUCHAREST,MINISTRY OF FOREIGN AFFAIRS
0119009023,119009023,FOREIGN MISSION BUDAPEST,MINISTRY OF FOREIGN AFFAIRS
0119009024,119009024,FOREIGN MISSION BUEA,MINISTRY OF FOREIGN AFFAIRS
0119009025,119009025,FOREIGN MISSION BUENOS AIRES,MINISTRY OF FOREIGN AFFAIRS
0119009026,119009026,FOREIGN MISSION BUJUMBURA,MINISTRY OF FOREIGN AFFAIRS
0119009027,119009027,FOREIGN MISSION CAIRO,MINISTRY OF FOREIGN AFFAIRS
0119009028,119009028,FOREIGN MISSION CANBERRA,MINISTRY OF FOREIGN AFFAIRS
0119009029,119009029,FOREIGN MISSION CARACAS,MINISTRY OF FOREIGN AFFAIRS
0119009030,119009030,FOREIGN MISSION CONAKRY,MINISTRY OF FOREIGN AFFAIRS
0119009031,119009031,FOREIGN MISSION COTONOU,MINISTRY OF FOREIGN AFFAIRS
0119009032,119009032,FOREIGN MISSION DAKAR,MINISTRY OF FOREIGN AFFAIRS
0119009033,119009033,FOREIGN MISSION DAMASCUS,MINISTRY OF FOREIGN AFFAIRS
0119009034,119009034,FOREIGN MISSION DAR-ES-SALAAM,MINISTRY OF FOREIGN AFFAIRS
0119009120b,119009120,FOREIGN MISSION DOHA,MINISTRY OF FOREIGN AFFAIRS
0119009035,119009035,FOREIGN MISSION DOUALA,MINISTRY OF FOREIGN AFFAIRS
0119009036,119009036,FOREIGN MISSION DUBAI TRADE MISSION,MINISTRY OF FOREIGN AFFAIRS
0119009037,119009037,FOREIGN MISSION DUBLIN,MINISTRY OF FOREIGN AFFAIRS
0119009038,119009038,FOREIGN MISSION FREETOWN,MINISTRY OF FOREIGN AFFAIRS
0119009039,119009039,FOREIGN MISSION GABORONE,MINISTRY OF FOREIGN AFFAIRS
0119009040,119009040,FOREIGN MISSION GENEVA,MINISTRY OF FOREIGN AFFAIRS
0119009042,119009042,FOREIGN MISSION HANOI,MINISTRY OF FOREIGN AFFAIRS
0119009043,119009043,FOREIGN MISSION HARARE,MINISTRY OF FOREIGN AFFAIRS
0119009044,119009044,FOREIGN MISSION HAVANA,MINISTRY OF FOREIGN AFFAIRS
0119009045,119009045,FOREIGN MISSION HONGKONG,MINISTRY OF FOREIGN AFFAIRS
0119009046,119009046,FOREIGN MISSION ISLAMABAD,MINISTRY OF FOREIGN AFFAIRS
0119009047,119009047,FOREIGN MISSION JAKARTA,MINISTRY OF FOREIGN AFFAIRS
0119009048,119009048,FOREIGN MISSION JEDDAH,MINISTRY OF FOREIGN AFFAIRS
0119009049,119009049,FOREIGN MISSION JOHANNESBURG,MINISTRY OF FOREIGN AFFAIRS
0119009050,119009050,FOREIGN MISSION KAMPALA,MINISTRY OF FOREIGN AFFAIRS
0119009051,119009051,FOREIGN MISSION KHARTOUM,MINISTRY OF FOREIGN AFFAIRS
0119009052,119009052,FOREIGN MISSION KIEV,MINISTRY OF FOREIGN AFFAIRS
0119009053,119009053,FOREIGN MISSION KIGALI,MINISTRY OF FOREIGN AFFAIRS
0119009120a,119009120,FOREIGN MISSION KINGSTON,MINISTRY OF FOREIGN AFFAIRS
0119009118,119009118,FOREIGN MISSION KINSHASA,MINISTRY OF FOREIGN AFFAIRS
0119009056,119009056,FOREIGN MISSION KUALAR LUMPUR,MINISTRY OF FOREIGN AFFAIRS
0119009057,119009057,FOREIGN MISSION KUWAIT,MINISTRY OF FOREIGN AFFAIRS
0119009058,119009058,FOREIGN MISSION LIBREVILLE,MINISTRY OF FOREIGN AFFAIRS
0119009111,119009111,FOREIGN MISSION LILONGWE,MINISTRY OF FOREIGN AFFAIRS
0119009059,119009059,FOREIGN MISSION LISBON,MINISTRY OF FOREIGN AFFAIRS
0119009060,119009060,FOREIGN MISSION LOME,MINISTRY OF FOREIGN AFFAIRS
0119009061,119009061,FOREIGN MISSION LONDON,MINISTRY OF FOREIGN AFFAIRS
0119009062,119009062,FOREIGN MISSION LUANDA,MINISTRY OF FOREIGN AFFAIRS
0119009063,119009063,FOREIGN MISSION LUSAKA,MINISTRY OF FOREIGN AFFAIRS
0119009064,119009064,FOREIGN MISSION MADRID,MINISTRY OF FOREIGN AFFAIRS
0119009065,119009065,FOREIGN MISSION MALABO,MINISTRY OF FOREIGN AFFAIRS
0119009066,119009066,FOREIGN MISSION MANILLA,MINISTRY OF FOREIGN AFFAIRS
0119009067,119009067,FOREIGN MISSION MAPUTO,MINISTRY OF FOREIGN AFFAIRS
0119009068,119009068,FOREIGN MISSION MEXICO CITY,MINISTRY OF FOREIGN AFFAIRS
0119009069,119009069,FOREIGN MISSION MONROVIA,MINISTRY OF FOREIGN AFFAIRS
0119009070,119009070,FOREIGN MISSION MOSCOW,MINISTRY OF FOREIGN AFFAIRS
0119009071,119009071,FOREIGN MISSION NAIROBI,MINISTRY OF FOREIGN AFFAIRS
0119009072,119009072,FOREIGN MISSION NDJAMENA,MINISTRY OF FOREIGN AFFAIRS
0119009073,119009073,FOREIGN MISSION NEPAD MISSION - PRETORIA,MINISTRY OF FOREIGN AFFAIRS
011900907500,11900907500,FOREIGN MISSION NEW YORK (CG),MINISTRY OF FOREIGN AFFAIRS
011900907600,11900907600,FOREIGN MISSION NEW YORK (PM),MINISTRY OF FOREIGN AFFAIRS
0119009074,119009074,FOREIGN MISSION NEW-DELHI,MINISTRY OF FOREIGN AFFAIRS
0119009077,119009077,FOREIGN MISSION NIAMEY,MINISTRY OF FOREIGN AFFAIRS
0119009078,119009078,FOREIGN MISSION NNJC-NIAMEY,MINISTRY OF FOREIGN AFFAIRS
0119009080,119009080,FOREIGN MISSION OTTAWA,MINISTRY OF FOREIGN AFFAIRS
0119009081,119009081,FOREIGN MISSION OUAGADOUGOU,MINISTRY OF FOREIGN AFFAIRS
0119009082,119009082,FOREIGN MISSION PARIS,MINISTRY OF FOREIGN AFFAIRS
0119009083,119009083,FOREIGN MISSION PORT OF SPAIN,MINISTRY OF FOREIGN AFFAIRS
0119009084,119009084,FOREIGN MISSION PRETORIA,MINISTRY OF FOREIGN AFFAIRS
0119009085,119009085,FOREIGN MISSION PYONG YANG,MINISTRY OF FOREIGN AFFAIRS
0119009086,119009086,FOREIGN MISSION RABAT,MINISTRY OF FOREIGN AFFAIRS
